{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38260.28', '0.00000000']], 'time': '2021-05-20T03:56:14.921638Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38436.37', '0.00000000']], 'time': '2021-05-20T03:56:53.519012Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38249.39', '0.05146273']], 'time': '2021-05-20T03:56:53.519575Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38410.81', '0.01301716']], 'time': '2021-05-20T03:56:53.519804Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38410.81', '0.00000000']], 'time': '2021-05-20T03:56:53.526330Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38270.77', '0.00000000']], 'time': '2021-05-20T03:56:53.527489Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38379.37', '0.00000000']], 'time': '2021-05-20T03:56:53.529542Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38479.55', '0.01000000']], 'time': '2021-05-20T03:56:53.532003Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38294.89', '0.00000000']], 'time': '2021-05-20T03:56:53.532182Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38518.83', '0.00000000']], 'time': '2021-05-20T03:56:53.534407Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38283.13', '0.12633273']], 'time': '2021-05-20T03:56:53.535659Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38293.35', '0.00000000']], 'time': '2021-05-20T03:56:53.536915Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38393.20', '0.01302314']], 'time': '2021-05-20T03:56:53.539238Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.68', '0.50000000']], 'time': '2021-05-20T03:56:53.543612Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.04', '0.59116555']], 'time': '2021-05-20T03:56:53.543689Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38503.79', '0.01298573']], 'time': '2021-05-20T03:56:53.548707Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38286.07', '2.48969908']], 'time': '2021-05-20T03:56:53.552338Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38289.97', '0.01645360']], 'time': '2021-05-20T03:56:53.556039Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38479.55', '0.00000000']], 'time': '2021-05-20T03:56:53.571179Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38289.97', '0.00000000']], 'time': '2021-05-20T03:56:53.579795Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38492.70', '0.01000000']], 'time': '2021-05-20T03:56:53.583879Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38255.59', '0.00000000']], 'time': '2021-05-20T03:56:53.597305Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38297.61', '0.01645360']], 'time': '2021-05-20T03:56:53.599534Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38252.63', '0.40220000']], 'time': '2021-05-20T03:56:53.606739Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38252.63', '0.00000000']], 'time': '2021-05-20T03:56:53.611148Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38549.09', '0.00000000']], 'time': '2021-05-20T03:56:53.613225Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38249.39', '0.00000000']], 'time': '2021-05-20T03:56:53.615534Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38286.13', '0.00000000']], 'time': '2021-05-20T03:56:53.620598Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38364.09', '0.00000000']], 'time': '2021-05-20T03:56:53.624732Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38361.72', '0.00000000']], 'time': '2021-05-20T03:56:53.625677Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38535.99', '0.12974884']], 'time': '2021-05-20T03:56:53.625804Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38284.18', '0.00887555']], 'time': '2021-05-20T03:56:53.626111Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38188.36', '1.70230000']], 'time': '2021-05-20T03:56:53.633581Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38277.97', '0.01181948']], 'time': '2021-05-20T03:56:53.633641Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38381.08', '0.24239769']], 'time': '2021-05-20T03:56:53.633799Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38283.13', '0.62633273']], 'time': '2021-05-20T03:56:53.634087Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38248.56', '0.06461863']], 'time': '2021-05-20T03:56:53.639297Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.68', '0.00000000']], 'time': '2021-05-20T03:56:53.641508Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38317.64', '0.00000000']], 'time': '2021-05-20T03:56:53.642056Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38286.07', '0.00000000']], 'time': '2021-05-20T03:56:53.643320Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38284.13', '0.68500000']], 'time': '2021-05-20T03:56:53.645668Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38295.06', '0.00000000']], 'time': '2021-05-20T03:56:53.651403Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.48', '0.50000000']], 'time': '2021-05-20T03:56:53.653561Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '51022.67', '0.00253500']], 'time': '2021-05-20T03:56:53.657328Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38381.08', '0.00000000']], 'time': '2021-05-20T03:56:53.658205Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.04', '0.00000000']], 'time': '2021-05-20T03:56:53.660256Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38289.04', '2.48969908']], 'time': '2021-05-20T03:56:53.661050Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38248.56', '0.00000000']], 'time': '2021-05-20T03:56:53.672069Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38305.39', '0.00000000']], 'time': '2021-05-20T03:56:53.677466Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.49', '0.59116555']], 'time': '2021-05-20T03:56:53.680341Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38368.85', '0.03718144']], 'time': '2021-05-20T03:56:53.680467Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38253.63', '0.05276492']], 'time': '2021-05-20T03:56:53.683968Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38309.53', '0.48550000']], 'time': '2021-05-20T03:56:53.687709Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38309.53', '0.00000000']], 'time': '2021-05-20T03:56:53.692241Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38310.49', '0.00000000']], 'time': '2021-05-20T03:56:53.694137Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38309.52', '0.05000000']], 'time': '2021-05-20T03:56:53.704167Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38253.34', '0.42420000']], 'time': '2021-05-20T03:56:53.705287Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38115.28', '0.16590000']], 'time': '2021-05-20T03:56:53.706990Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38284.18', '0.00000000']], 'time': '2021-05-20T03:56:53.716397Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38314.01', '0.00000000']], 'time': '2021-05-20T03:56:53.717131Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38492.70', '0.00000000']], 'time': '2021-05-20T03:56:53.718893Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38313.08', '0.05191586']], 'time': '2021-05-20T03:56:53.723017Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38115.36', '0.05001808']], 'time': '2021-05-20T03:56:53.723410Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38276.14', '0.05180018']], 'time': '2021-05-20T03:56:53.726714Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38479.55', '0.01000000']], 'time': '2021-05-20T03:56:53.748996Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38260.88', '0.52100000']], 'time': '2021-05-20T03:56:53.749369Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38307.36', '0.05000000']], 'time': '2021-05-20T03:56:53.749595Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.38', '0.05452259']], 'time': '2021-05-20T03:56:53.758497Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38289.05', '0.57444871']], 'time': '2021-05-20T03:56:53.781591Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38308.59', '0.43600000']], 'time': '2021-05-20T03:56:53.784839Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38253.63', '0.00000000']], 'time': '2021-05-20T03:56:53.788463Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38479.55', '0.00000000']], 'time': '2021-05-20T03:56:53.788561Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.48', '0.00000000']], 'time': '2021-05-20T03:56:53.799945Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38253.34', '0.00000000']], 'time': '2021-05-20T03:56:53.806924Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38319.42', '0.00000000']], 'time': '2021-05-20T03:56:53.807692Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38309.52', '0.00000000']], 'time': '2021-05-20T03:56:53.810303Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38492.70', '0.01000000']], 'time': '2021-05-20T03:56:53.822131Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '51037.26', '0.00253500']], 'time': '2021-05-20T03:56:53.822192Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38308.58', '0.05000000']], 'time': '2021-05-20T03:56:53.833649Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.49', '0.00000000']], 'time': '2021-05-20T03:56:53.837003Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38300.94', '0.00000000']], 'time': '2021-05-20T03:56:53.844855Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38269.68', '0.50000000']], 'time': '2021-05-20T03:56:53.845004Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38308.59', '0.00000000']], 'time': '2021-05-20T03:56:53.846598Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.04', '0.59116555']], 'time': '2021-05-20T03:56:53.894623Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38297.61', '0.00000000']], 'time': '2021-05-20T03:56:53.899593Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38223.55', '0.00000000']], 'time': '2021-05-20T03:56:53.903056Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38452.96', '0.00000000']], 'time': '2021-05-20T03:56:53.904000Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38293.36', '0.00000000']], 'time': '2021-05-20T03:56:53.908303Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38253.63', '0.05513726']], 'time': '2021-05-20T03:56:53.917429Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38299.33', '0.05571280']], 'time': '2021-05-20T03:56:53.917429Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38251.86', '0.44090000']], 'time': '2021-05-20T03:56:53.929198Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38501.53', '0.00000000']], 'time': '2021-05-20T03:56:53.931669Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38219.55', '0.10000000']], 'time': '2021-05-20T03:56:53.935613Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38503.79', '0.00000000']], 'time': '2021-05-20T03:56:53.941193Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38440.49', '0.01907391']], 'time': '2021-05-20T03:56:53.946204Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '37546.58', '0.00000000']], 'time': '2021-05-20T03:56:53.947540Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '36894.74', '0.00000000']], 'time': '2021-05-20T03:56:53.947540Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '32500.00', '158.38070005']], 'time': '2021-05-20T03:56:53.948008Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38293.84', '0.01645360']], 'time': '2021-05-20T03:56:53.958325Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38251.86', '0.00000000']], 'time': '2021-05-20T03:56:53.965305Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38492.70', '0.00000000']], 'time': '2021-05-20T03:56:53.972567Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.05', '0.05546194']], 'time': '2021-05-20T03:56:53.973577Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38489.91', '0.01000000']], 'time': '2021-05-20T03:56:53.975413Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38488.75', '0.01299081']], 'time': '2021-05-20T03:56:53.981506Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38283.13', '0.50573000']], 'time': '2021-05-20T03:56:53.984359Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38289.05', '0.52264179']], 'time': '2021-05-20T03:56:53.996088Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38305.65', '0.43920000']], 'time': '2021-05-20T03:56:54.004718Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.04', '0.00000000']], 'time': '2021-05-20T03:56:54.010356Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38479.55', '0.01000000']], 'time': '2021-05-20T03:56:54.012733Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '51038.45', '0.00250300']], 'time': '2021-05-20T03:56:54.013951Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38299.32', '0.05546194']], 'time': '2021-05-20T03:56:54.027649Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38280.44', '0.05165282']], 'time': '2021-05-20T03:56:54.042145Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38293.84', '0.00000000']], 'time': '2021-05-20T03:56:54.048314Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38305.65', '0.00000000']], 'time': '2021-05-20T03:56:54.054134Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38284.13', '0.00000000']], 'time': '2021-05-20T03:56:54.054198Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.06', '0.59116555']], 'time': '2021-05-20T03:56:54.071808Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38525.60', '0.00000000']], 'time': '2021-05-20T03:56:54.075873Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38276.14', '0.00000000']], 'time': '2021-05-20T03:56:54.085060Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38247.97', '0.43430000']], 'time': '2021-05-20T03:56:54.091073Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38288.99', '0.65900000']], 'time': '2021-05-20T03:56:54.091381Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38277.97', '0.00000000']], 'time': '2021-05-20T03:56:54.092839Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38289.70', '0.05151590']], 'time': '2021-05-20T03:56:54.099258Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38297.94', '0.01637414']], 'time': '2021-05-20T03:56:54.099404Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38253.63', '0.00000000']], 'time': '2021-05-20T03:56:54.108048Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38501.95', '0.00649317']], 'time': '2021-05-20T03:56:54.118835Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38254.85', '0.47449548']], 'time': '2021-05-20T03:56:54.119440Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38280.44', '0.00000000']], 'time': '2021-05-20T03:56:54.127523Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38247.97', '0.00000000']], 'time': '2021-05-20T03:56:54.130476Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.06', '0.00000000']], 'time': '2021-05-20T03:56:54.143264Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38403.95', '0.00000000']], 'time': '2021-05-20T03:56:54.169501Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38306.24', '0.48720000']], 'time': '2021-05-20T03:56:54.172024Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.07', '0.05546194']], 'time': '2021-05-20T03:56:54.187753Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38299.32', '0.00000000']], 'time': '2021-05-20T03:56:54.207216Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.05', '0.00000000']], 'time': '2021-05-20T03:56:54.212148Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '43100.00', '1.09530000']], 'time': '2021-05-20T03:56:54.215377Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38308.58', '0.00000000']], 'time': '2021-05-20T03:56:54.225737Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '51053.04', '0.00250300']], 'time': '2021-05-20T03:56:54.231377Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38444.27', '0.01000000']], 'time': '2021-05-20T03:56:54.235950Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38306.24', '0.00000000']], 'time': '2021-05-20T03:56:54.237198Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38302.79', '0.05546194']], 'time': '2021-05-20T03:56:54.237570Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38283.13', '0.65573000']], 'time': '2021-05-20T03:56:54.239084Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38299.33', '0.00000000']], 'time': '2021-05-20T03:56:54.240894Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38307.36', '0.00000000']], 'time': '2021-05-20T03:56:54.254614Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '43100.00', '2.47010000']], 'time': '2021-05-20T03:56:54.255419Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38306.23', '0.05000000']], 'time': '2021-05-20T03:56:54.257296Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38535.99', '0.00000000']], 'time': '2021-05-20T03:56:54.258758Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38289.04', '0.00000000']], 'time': '2021-05-20T03:56:54.260520Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38508.94', '0.00000000']], 'time': '2021-05-20T03:56:54.261453Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38254.01', '0.45510000']], 'time': '2021-05-20T03:56:54.263748Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38259.86', '0.00000000']], 'time': '2021-05-20T03:56:54.273189Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38306.23', '0.00000000']], 'time': '2021-05-20T03:56:54.275570Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38479.55', '0.00000000']], 'time': '2021-05-20T03:56:54.285400Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38315.48', '0.05000000']], 'time': '2021-05-20T03:56:54.288497Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38549.09', '0.12970477']], 'time': '2021-05-20T03:56:54.291801Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38495.42', '0.01888950']], 'time': '2021-05-20T03:56:54.292079Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38310.59', '0.05000000']], 'time': '2021-05-20T03:56:54.292248Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.47', '0.00000000']], 'time': '2021-05-20T03:56:54.294756Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38260.67', '0.00000000']], 'time': '2021-05-20T03:56:54.294756Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38419.17', '0.00000000']], 'time': '2021-05-20T03:56:54.298184Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38142.94', '0.00000000']], 'time': '2021-05-20T03:56:54.298767Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38444.27', '0.00000000']], 'time': '2021-05-20T03:56:54.300908Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38140.60', '0.00000000']], 'time': '2021-05-20T03:56:54.301165Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38283.13', '0.50573000']], 'time': '2021-05-20T03:56:54.301359Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38393.20', '0.00000000']], 'time': '2021-05-20T03:56:54.305041Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38466.41', '0.01000000']], 'time': '2021-05-20T03:56:54.310496Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38299.32', '0.05546194']], 'time': '2021-05-20T03:56:54.311855Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38368.85', '0.00000000']], 'time': '2021-05-20T03:56:54.312620Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38313.77', '0.00000000']], 'time': '2021-05-20T03:56:54.315271Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38302.79', '0.00000000']], 'time': '2021-05-20T03:56:54.315975Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38291.17', '2.48969908']], 'time': '2021-05-20T03:56:54.316403Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38411.87', '0.01000000']], 'time': '2021-05-20T03:56:54.316734Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38456.36', '0.01300175']], 'time': '2021-05-20T03:56:54.316752Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38129.98', '0.03465000']], 'time': '2021-05-20T03:56:54.316882Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38313.08', '0.00000000']], 'time': '2021-05-20T03:56:54.322964Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38466.41', '0.00000000']], 'time': '2021-05-20T03:56:54.323401Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38501.95', '0.00000000']], 'time': '2021-05-20T03:56:54.323546Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38120.23', '0.05180731']], 'time': '2021-05-20T03:56:54.327994Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38258.01', '0.06139884']], 'time': '2021-05-20T03:56:54.328170Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38300.23', '0.04585890']], 'time': '2021-05-20T03:56:54.328170Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.72', '0.84800000']], 'time': '2021-05-20T03:56:54.328216Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38265.76', '0.02400000']], 'time': '2021-05-20T03:56:54.328564Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38264.96', '0.02400000']], 'time': '2021-05-20T03:56:54.328564Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38264.15', '0.02400000']], 'time': '2021-05-20T03:56:54.328564Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38357.34', '0.03718144']], 'time': '2021-05-20T03:56:54.328650Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38254.01', '0.00000000']], 'time': '2021-05-20T03:56:54.340691Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38265.76', '0.00000000']], 'time': '2021-05-20T03:56:54.340837Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38264.96', '0.00000000']], 'time': '2021-05-20T03:56:54.340837Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38264.15', '0.00000000']], 'time': '2021-05-20T03:56:54.340837Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38405.51', '0.01301896']], 'time': '2021-05-20T03:56:54.341239Z'}
